id_programa;ano_exercicio;cd_programa;nome
11489;1998;22;"TELECOMUNICACOES"
11490;1998;17;"PRESERVACAO DE RECURSOS NATURAIS RENOVAVEIS"
11491;2000;445;"GESTAO DA POLITICA PUBLICA DE EMPREGO E RENDA"
11492;2000;363;"ASSISTENCIA PREVIDENCIARIA"
11493;1995;46;"EDUCACAO FISICA E DESPORTOS"
11494;1995;65;"TURISMO"
11495;2000;871;"IMPLEMENTACAO DA POLITICA DE DESPORTO E LAZER"
11496;1997;4;"PROCESSO JUDICIARIO"
11497;1995;30;"SEGURANCA PUBLICA"
11498;2000;406;"PRODUCAO DE CONHECIMENTO CIENTIFICO"
11499;2000;833;"CONSTRUCAO E PAVIMENTACAO DE RODOVIAS"
11500;1998;18;"PROMOCAO E EXTENSAO RURAL"
11501;1995;62;"INDUSTRIA"
11502;2000;511;"ENSINO TECNICO EM AGROPECUARIA E COOPERATIVISMO"
11503;2001;663;"NORMALIZACAO E QUALIDADE DA ATIVIDADE EMPRESARIAL"
11504;1999;59;"REGIOES METROPOLITANAS"
11505;2000;571;"PLANEJAMENTO URBANO"
11506;2001;837;"ABASTECIMENTO D'AGUA"
11507;2001;441;"COORD.DA POLITICA DE APOIO AO PORTADOR DE DEFICIENCIA"
11508;2001;502;"UNIVERSALIZACAO DO ENSINO FUNDAMENTAL"
11509;2001;504;"ATENDIMENTO AO ENSINO PROFISSIONAL"
11510;1999;53;"RECURSOS MINERAIS"
11511;2000;835;"RESTAURACAO DE RODOVIAS"
11512;1997;62;"INDUSTRIA"
11513;1997;64;"SERVICOS FINANCEIROS"
11514;1997;54;"RECURSOS HIDRICOS"
11515;2000;305;"PROMOCAO DE DEFESA CIVIL"
11516;2000;101;"PROCESSO LEGISLATIVO"
11517;1997;14;"PRODUCAO VEGETAL"
11518;2001;480;"OUVIDORIA DA POLICIA"
11519;2001;208;"SISTEMA DE TRIBUTACAO E ADMINISTRACAO TRIBUTARIA"
11520;2001;701;"PROGRAMA DE DESENVOLVIMENTO DO MEIO RURAL"
11521;2001;642;"SISTEMA PUBLICO DE INFORMACOES AMBIENTAIS"
11522;2001;410;"GERENCIAMENTO DA REDE HOSPITALAR E AMBULATORIAL"
11523;2001;401;"PROMOCAO E EXECUCAO DAS ACOES DE SAUDE COLETIVA"
11524;2001;831;"PROGRAMA DE INFRA-ESTRUTURA URBANA"
11525;2001;667;"DESENVOLVIMENTO DO CONHECIMENTO DAS GEOCIENCIAS"
11526;2000;338;"APOIO AS ACOES DE ASSISTENCIA SOCIAL AO IDOSO"
11527;2000;216;"SERVICOS DE ESTATISTICA E INFORMACOES"
11528;2001;214;"ESTUDOS MUNICIPAIS E METROPOLITANOS"
11529;2001;651;"PROGRAMA PRO-FLORESTA"
11530;2000;645;"MONITORAMENTO AMBIENTAL"
11531;2000;644;"CONTROLE E PROTECAO DA QUALIDADE AMBIENTAL"
11532;2000;747;"PROMOCAO DO DESENVOLVIMENTO INDUSTRIAL"
11533;2000;766;"PROMOCAO DO TURISMO"
11534;2000;203;"PROGRAMA DE DESENVOLVIMENTO METROPOLITANO"
11535;2000;204;"REGIONAIS ADMINISTRATIVAS"
11536;2001;201;"SISTEMA CENTRAL DE PLANEJAMENTO E ORCAMENTO DO ESTADO"
11537;2001;304;"CONTROLE E SEGURANCA DE TRANSITO"
11538;1998;54;"RECURSOS HIDRICOS"
11539;2000;710;"INSPECAO E FISCALIZACAO DE PRODUTOS DE ORIGEM ANIMAL"
11540;2001;710;"INSPECAO E FISCALIZACAO DE PRODUTOS DE ORIGEM ANIMAL"
11541;2001;708;"ERRADICACAO, CONTROLE E PREVENCAO DE DOENCA DOS ANIMAIS"
11542;2001;706;"DEFESA SANITARIA VEGETAL E ANALISE LABORATORIAL"
11543;1999;80;"RELACOES DO TRABALHO"
11544;2000;544;"PROMOCAO, PRODUCAO E DIFUSAO LITERARIA"
11545;2000;213;"ESTUDOS ECONOMICOS E SOCIAIS"
11546;1997;91;"TRANSPORTE URBANO"
11547;1996;2;"FISCALIZACAO FINANCEIRA E ORCAMENTARIA EXTERNA"
11548;2005;322;"DESENVOLVIMENTO DE ESTUDOS E PESQUISAS APLICADAS"
11549;1996;40;"PROGRAMAS INTEGRADOS"
11550;1996;42;"ENSINO FUNDAMENTAL"
11551;2002;550;"ESTUDOS HISTORICOS E CULTURAIS"
11552;2001;403;"PROMOCAO E CONTROLE DA QUALIDADE"
11553;2001;742;"FORMACAO TECNICA PARA OS SETORES DA INDUSTRIA, COMERCIO E SERVICOS"
11554;2007;340;"PROJETO JAIBA"
11555;1996;51;"ENERGIA ELETRICA"
11556;2000;336;"ASSISTENCIA SOCIAL AO IDOSO"
11557;2001;768;"PROG.DE ACAO PARA O DESENVOLVIMENTO DO TURISMO EM MINAS GERAIS"
11558;2002;401;"PROMOCAO E EXECUCAO DAS ACOES DE SAUDE COLETIVA"
11559;2002;102;"FISCALIZACAO DE RECURSOS PUBLICOS"
11560;2002;647;"PROTECAO A FLORA E A FAUNA"
11561;2005;210;"MODERNIZACAO DA RECEITA ESTADUAL"
11562;2002;543;"ACAO BIBLIOTECARIA"
11563;2004;235;"REFORMAS E REPAROS DE UNIDADES PREDIAIS DA POLICIA CIVIL"
11564;2002;511;"ENSINO TECNICO EM AGROPECUARIA E COOPERATIVISMO"
11565;2002;704;"ACAO DE DESENVOLVIMENTO DE PROJETOS INTEGRADOS"
11566;2002;719;"PROMOCAO E EXTENSAO RURAL"
11567;2002;811;"INFORMACOES MINERAIS"
11568;2002;843;"VIAS URBANAS"
11569;2003;472;"EXERCICIO DA POLICIA JUDICIARIA"
11570;2002;710;"INSPECAO E FISCALIZACAO DE PRODUTOS DE ORIGEM ANIMAL"
11571;2004;312;"REFORMA E PROFISSIONALIZACAO DO SISTEMA PRISIONAL"
11572;2003;135;"CORREICAO E ORIENTACAO"
11573;2003;207;"SISTEMA CENTRAL DE CONTROLE OPERACIONAL"
11574;2003;704;"ACAO DE DESENVOLVIMENTO DE PROJETOS INTEGRADOS"
11575;2004;615;"PROGRAMA DE MOBILIZACAO DE COMUNIDADES"
11576;2003;473;"ATENCAO INTEGRAL A CRIANCA E AO ADOLESCENTE"
11577;2003;477;"PROMOCAO E DEFESA DOS DIREITOS HUMANOS"
11578;2004;11;"PROCESSO LEGISLATIVO"
11579;2004;610;"CONSTRUCAO E REPAROS DE UNIDADES PREDIAIS TRIBUNAL DE ALCADA"
11580;2004;595;"CORREICAO E ORIENTACAO"
11581;2004;538;"EXPORTA MINAS"
11582;2005;371;"GESTAO DE RECURSOS HUMANOS"
11583;2003;761;"PROMOCAO DO DESENVOLVIMENTO COMERCIAL E DE SERVICOS"
11584;2003;548;"RADIODIFUSAO"
11585;2004;350;"DESENVOLVIMENTO INDUSTRIAL DO ESTADO"
11586;2004;361;"PRODUCAO DE SERVICOS LABORATORIAIS"
11587;2004;528;"CONSTRUCAO E REFORMA DE UNIDADES PREDIAIS - FUNED"
11588;2004;23;"VIGILANCIA SANITARIA"
11589;2004;348;"INTEGRACAO ENTRE PLANO E ORCAMENTO"
11590;2004;199;"REPRESENTACAO E DEFESA DOS INTERESSES DO ESTADO DE MINAS GERAIS EM SAO PAULO"
11591;2004;271;"CHOQUE DE GESTAO - PESSOAS, QUALIDADE E INOVACAO NA ADMINISTRACAO PUBLICA"
11592;2004;92;"FORMACAO DE REDE DE GOVERNANCA SOCIAL NA AREA DE ABRANGENCIA DO IDENE"
11593;2004;531;"ASSISTENCIA FARMACEUTICA."
11594;2005;57;"SERVICO ESPECIAL DE SEGURANCA"
11595;2004;251;"PROGRAMA DE REGULARIZACAO FUNDIARIA"
11596;2004;337;"TRABALHO E DIGNIDADE SOCIAL PARA TODOS"
11597;2005;612;"CONSTRUCAO E REPAROS DE UNIDADES PREDIAIS TRIBUNAL DE JUSTICA DO ESTADO"
11598;2004;87;"GERENCIAMENTO ELETRONICO DE SISTEMA DE ADMINISTRACAO RODOVIARIA"
11599;2004;155;"MELHORIA DA INFRA-ESTRUTURA DOS ACESSOS VIARIOS"
11600;2004;282;"INCENTIVO AO DESPORTO"
11601;2005;254;"PRODUCAO, SISTEMATIZACAO E DISSEMINACAO DE DADOS ESTATISTICOS"
11602;2007;695;"VIGILANCIA EM SAUDE"
11603;2008;15;"DESENVOLVIMENTO DA PRODUCAO LOCAL E ACESSO A MERCADOS"
11604;2005;196;"REPRESENTACAO E DEFESA DOS INTERESSES DO ESTADO DE MINAS GERAIS EM BRASILIA"
11605;1996;18;"PROMOCAO E EXTENSAO RURAL"
11606;2007;134;"GESTAO AMBIENTAL MG SECULO XXI"
11607;2007;172;"REVITALIZACAO E DESENVOLVIMENTO SUSTENTAVEL DA BACIA HIDROGRAFICA DO RIO SAO FRANCISCO"
11608;2007;243;"DESENVOLVIMENTO DO ENSINO FUNDAMENTAL E MEDIO - COLEGIO TIRADENTES"
11609;2008;227;"EDUCACAO PROFISSIONAL DE SEGURANCA PUBLICA"
11610;2008;745;"PROMOCAO DE DEFESA CIVIL"
11611;2008;16;"DESTINOS TURISTICOS ESTRATEGICOS"
11612;2007;311;"INCLUSAO DIGITAL"
11613;2007;25;"PROGRAMA DE APOIO AO DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO"
11614;2005;526;"SEGURANCA DE ALIMENTOS"
11615;2005;172;"REVITALIZACAO E DESENVOLVIMENTO SUSTENTAVEL DA BACIA HIDROGRAFICA DO RIO SAO FRANCISCO"
11616;2005;123;"PROGRAMA DE MANUTENCAO DA REDE RODOVIARIA"
11617;2008;103;"APOIO FINANCEIRO AO TURISMO MINEIRO"
11618;2005;313;"REDUCAO DA CRIMINALIDADE VIOLENTA EM MINAS GERAIS"
11619;2005;376;"REAPARELHAMENTO E MODERNIZACAO DA POLICIA CIVIL"
11620;2005;255;"POLITICA PUBLICA DE TRABALHO, EMPREGO E RENDA"
11621;2006;144;"CIRCUITO CULTURAL PRACA DA LIBERDADE"
11622;2006;235;"CONSTRUCAO, AMPLIACAO E REFORMA DE UNIDADES PREDIAIS DA POLICIA CIVIL"
11623;2006;644;"AMPLIACAO DE VAGAS E MODERNIZACAO DA GESTAO DO SISTEMA PRISIONAL"
11624;2005;533;"DIFUSAO TECNICA DO SETOR MINERAL"
11625;2006;601;"MANUTENCAO DOS SISTEMAS GERENCIAIS CORPORATIVOS"
11626;2006;29;"ASSISTENCIA AO BOMBEIRO MILITAR"
11627;2006;78;"ASSISTENCIA HEMATOLOGICA E HEMOTERAPICA"
11628;2006;259;"REESTRUTURACAO DO SISTEMA DE PLANEJAMENTO E GESTAO METROPOLITANA."
11629;2006;289;"PROGRAMA DE ORDENACAO TECNICA ESTRUTURAL DOS MUNICIPIOS"
11630;2006;680;"PROGRAMA MAQUINAS PARA O DESENVOLVIMENTO"
11631;2007;259;"REESTRUTURACAO DO SISTEMA DE PLANEJAMENTO E GESTAO METROPOLITANA E DESENVOLVIMENTO URBANO"
11632;2007;680;"PROGRAMA MAQUINAS PARA O DESENVOLVIMENTO"
11633;2006;210;"MODERNIZACAO DA FAZENDA ESTADUAL"
11634;2007;214;"SISTEMA DE SAUDE DOS MILITARES"
11635;2007;315;"ATENCAO A SAUDE DO SEGURADO"
11636;2006;407;"AGROMINAS: AGREGACAO DE VALOR, RASTREABILIDADE E CERTIFICACAO DE CAFES EM MINAS GERAIS"
11637;2005;213;"LARES GERAES"
11638;2006;258;"EMPRESA MINEIRA COMPETITIVA"
11639;2005;543;"GESTAO EM SAUDE"
11640;2006;260;"APOIO E ATENDIMENTO A CRIANCA E AO ADOLESCENTE"
11641;2002;652;"RECUPERACAO DE BACIAS HIDROGRAFICAS"
11642;2004;585;"PROTECAO E DEFESA DO CONSUMIDOR"
11643;2005;577;"CONSOLIDACAO DAS CADEIAS PRODUTIVAS - MINAS DO PRINCIPIO AO FIM"
11644;2006;116;"MELHORIA DO ENSINO FUNDAMENTAL"
11645;2006;243;"DESENVOLVIMENTO DO ENSINO FUNDAMENTAL E MEDIO - COLEGIO TIRADENTES"
11646;2006;393;"CURSOS TECNICOS DE FORMACAO PROFISSIONAL"
11647;2006;140;"EXTENSAO UNIVERSITARIA"
11648;2006;237;"HABILITACAO DE PROFESSORES, EM NIVEL SUPERIOR, PARA O ENSINO FUNDAMENTAL E MEDIO"
11649;2006;151;"MANUTENCAO DE BIBLIOTECA COMUNITARIA"
11650;2007;262;"INCLUSAO DA PESSOA COM DEFICIENCIA NAS POLITICAS SETORIAIS BASICAS"
11651;2006;89;"REDUCAO DA POBREZA RURAL E DA DESIGUALDADE"
11652;2006;397;"PAVIMENTACAO DE LIGACOES E ACESSOS RODOVIARIOS AOS MUNICIPIOS"
11653;2008;110;"MELHORIA DA QUALIDADE AMBIENTAL"
11654;2006;348;"PLANEJAMENTO E ORCAMENTO GOVERNAMENTAL"
11655;2005;224;"PROGRAMA DE QUALIDADE NO SERVICO PUBLICO - PQSP"
11656;2007;322;"DESENVOLVIMENTO DE ESTUDOS E PESQUISAS APLICADAS"
11657;2002;510;"ENSINO TECNICO EM LEITE E DERIVADOS"
11658;2004;57;"SERVICO ESPECIAL DE SEGURANCA"
11659;2008;264;"FUNDO DE PARCERIAS PUBLICO-PRIVADAS"
11660;2006;667;"ESTRUTURACAO DA POLITICA ENERGETICA DO ESTADO DE MINAS GERAIS"
11661;2006;224;"PROGRAMA DE QUALIDADE NO SERVICO PUBLICO - PQSP"
11662;2007;210;"MODERNIZACAO DA FAZENDA ESTADUAL"
11663;2008;773;"PROGRAMA PREVENTIVO EM SAUDE OCUPACIONAL"
11664;2008;14;"DESEMPENHO E QUALIFICACAO DE PROFESSORES"
11665;2006;64;"ACOES DE DEFESA CIVIL NOS MUNICIPIOS MINEIROS"
11666;2005;251;"PROGRAMA DE REGULARIZACAO FUNDIARIA"
11667;2007;605;"CONTROLE INTERNO"
11668;2002;746;"DESENVOLVIMENTO MINERO-METALURGICO"
11669;2002;810;"DESENVOLVIMENTO MINERAL"
11670;2007;144;"CIRCUITO CULTURAL PRACA DA LIBERDADE"
11671;2007;127;"PROGRAMA DE INFRA-ESTRUTURA EM MUNICIPIOS"
11672;2007;176;"ESTRADAS TURISTICAS E ECOLOGICAS"
11673;2004;193;"COMUNICACAO SOCIAL"
11674;2008;1;"ACELERACAO DA APRENDIZAGEM NA REGIAO DO NORTE DE MINAS, JEQUITINHONHA, MUCURI E RIO DOCE"
11675;2006;410;"PLATAFORMA LOGISTICA DE COMERCIO EXTERIOR DA REGIAO METROPOLITANA DE BELO HORIZONTE"
11676;2008;32;"PARCERIAS PARA PROVISAO DE SERVICOS DE INTERESSE PUBLICO"
11677;2008;170;"DESENVOLVIMENTO DO ENSINO FUNDAMENTAL E MEDIO - CTPM"
11678;2008;122;"ENSINO PROFISSIONAL DA UNIMONTES"
11679;2006;216;"PROMOCAO E DIVULGACAO"
11680;2007;703;"GESTAO DE AREAS PROTEGIDAS"
11681;2007;27;"RADIODIFUSAO"
11682;2007;667;"ESTRUTURACAO DA POLITICA ENERGETICA DO ESTADO DE MINAS GERAIS"
11683;2007;663;"PRODUCAO E DIFUSAO CULTURAL"
11684;2007;664;"INFRA-ESTRUTURA CULTURAL"
11685;2008;169;"PROGRAMA DE DESENVOLVIMENTO DA ATIVIDADE PRODUTIVA FLORESTAL"
11686;2006;136;"CONSTRUCOES E REFORMAS PREDIAIS"
11687;2006;158;"CONSTRUCAO DOS CAMPI DA UEMG"
11688;2007;645;"MINAS ALEM-FRONTEIRAS"
11689;2008;777;"GESTAO DO SISTEMA INTEGRADO DE ADMINISTRACAO DE MATERIAIS E SERVICOS - SIAD"
11690;2008;151;"PROGRAMA MAQUINAS PARA O DESENVOLVIMENTO"
11691;2007;538;"EXPORTA MINAS"
11692;2006;311;"INCLUSAO DIGITAL"
11693;2005;138;"ENSINO PROFISSIONAL"
11694;2002;832;"CONTROLE E SEGURANCA DO TRAFEGO RODOVIARIO"
11695;2002;999;"RESERVA DE CONTINGENCIA"
11696;2004;383;"ESTRUTURACAO E MODERNIZACAO DA PERICIA"
11697;2008;711;"REPRESENTACAO JURIDICA DO ESTADO"
11698;2005;244;"ASSISTENCIA MEDICA E ODONTOLOGICA DA POLICIA CIVIL"
11699;2007;68;"PROGRAMA DE PAVIMENTACAO DE RODOVIAS"
11700;2005;297;"GERACAO DE CONHECIMENTO E DE TECNOLOGIA AGROPECUARIA"
11701;2002;336;"ASSISTENCIA SOCIAL AO IDOSO"
11702;2004;130;"REGISTRO PUBLICO DE EMPRESAS MERCANTIS E ATIVIDADES AFINS"
11703;2008;107;"ATENDIMENTO HOSPITALAR, AMBULATORIAL E EMERGENCIAL"
11704;2004;157;"MINAS PARA SEMPRE"
11705;2002;407;"FORMACAO E TREINAMENTO DE PESSOAL ESPECIALIZADO"
11706;2006;596;"ESCOLA JUDICIAL"
11707;2006;534;"APOIO E INCENTIVO A MINERACAO E A INDUSTRIA DE TRANSFORMACAO MINERAL"
11708;2004;276;"PROGRAMA DE APOIO AO DESENVOLVIMENTO MUNICIPAL - PADEM"
11709;2003;809;"MINERACAO, ENERGIA E DESENVOLVIMENTO SUSTENTAVEL"
11710;2006;624;"ASSISTENCIA PREVIDENCIARIA"
11711;2008;265;"PROGRAMAS DE APOIO A PESQUISA EM EMPRESAS - PAPPE"
11712;2006;364;"PLANEJAMENTO E ARTICULACAO DAS ACOES GOVERNAMENTAIS"
11713;2005;353;"AVALIACAO EDUCACIONAL"
11714;2008;157;"PROMOCAO E DESENVOLVIMENTO DO ARTESANATO EM MINAS GERAIS"
11715;2004;597;"FISCALIZACAO DE RECURSOS PUBLICOS"
11716;2005;230;"FORMACAO DE POLICIAIS CIVIS"
11717;2003;447;"QUALIFICACAO PROFISSIONAL DO ADOLESCENTE"
11718;2005;258;"EMPRESA MINEIRA COMPETITIVA"
11719;2006;199;"REPRESENTACAO E DEFESA DOS INTERESSES DO ESTADO DE MINAS GERAIS EM SAO PAULO"
11720;2006;677;"RECURSOS PARA CONTRAPARTIDA A CONVENIOS"
11721;2004;126;"METROPLAN"
11722;2004;122;"PROGRAMA DE MANUTENCAO DA REDE RODOVIARIA ESTADUAL"
11723;2005;374;"FOMENTO AOS MICRO E PEQUENOS EMPREENDIMENTOS"
11724;2004;20;"ASSISTENCIA COMPLEMENTAR"
11725;2006;412;"GERACAO DE CONHECIMENTOS CIENTIFICOS E BIOTECNOLOGICOS"
11726;2002;215;"ESTUDOS ADMINISTRATIVOS E CONSULTORIA ORGANIZACIONAL"
11727;2003;641;"PROTECAO AMBIENTAL"
11728;2006;367;"DESENVOLVIMENTO DO ENSINO FUNDAMENTAL - ESCOLA SANDOVAL SOARES DE AZEVEDO"
11729;2006;177;"ATENDIMENTO AO ENSINO PROFISSIONAL"
11730;2007;699;"FOMENTO E INTERIORIZACAO CULTURAL EM MINAS GERAIS"
11731;2004;269;"ALIMENTACAO ESCOLAR"
11732;2008;775;"FORTALECIMENTO E DIVULGACAO DOS DIREITOS DOS CONSUMIDORES"
11733;2009;701;"APOIO A ADMINISTRACAO PUBLICA"
11734;2009;157;"PROMOCAO E DESENVOLVIMENTO DO ARTESANATO EM MINAS GERAIS"
11735;2009;24;"INSERCAO COMPETITIVA DAS EMPRESAS MINEIRAS NO MERCADO INTERNACIONAL"
11736;2009;127;"INFRA-ESTRUTURA RURAL"
11737;2009;36;"PROJETO TRAVESSIA: ATUACAO INTEGRADA EM ESPACOS DEFINIDOS DE CONCENTRACAO DE POBREZA"
11738;2009;235;"MELHORIA DO ENSINO FUNDAMENTAL"
11739;2009;20;"EXPANSAO, MODERNIZACAO E HUMANIZACAO DO SISTEMA PRISIONAL"
11740;2009;775;"FORTALECIMENTO E DIVULGACAO DOS DIREITOS DOS CONSUMIDORES"
11741;2007;207;"CIRCUITOS TURISTICOS"
11742;2008;765;"APOIO HABITACIONAL"
11743;2009;228;"PESQUISA, DESENVOLVIMENTO E SERVICOS TECNOLOGICOS"
11744;2009;211;"INDUCAO AO DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO"
11745;2009;122;"ENSINO PROFISSIONAL DA UNIMONTES"
11746;2009;140;"DESENVOLVIMENTO DO ENSINO SUPERIOR NA UEMG"
11747;2005;253;"MODERNIZACAO E AMPLIACAO DE EQUIPAMENTOS DO INSTITUTO DE GEOCIENCIAS APLICADAS"
11748;2007;391;"ENERGIA ELETRICA PARA O NOROESTE MINEIRO"
11749;2009;125;"INFRA-ESTRUTURA CULTURAL"
11750;2009;26;"MINAS AVANCA"
11751;2010;132;"O ESTADO PARA OS CIDADAOS"
11752;2010;702;"OBRIGACOES ESPECIAIS"
11753;2010;124;"PRODUCAO E DIFUSAO CULTURAL"
11754;2010;4;"ATENDIMENTO AS MEDIDAS SOCIOEDUCATIVAS"
11755;2010;162;"DESENVOLVIMENTO DAS POLITICAS DE DIREITOS HUMANOS"
11756;2008;183;"ADMINISTRACAO DE TRANSITO"
11757;2009;0;"SEM DESCRICAO"
11758;2007;515;"FORMACAO DE RECURSOS HUMANOS-FHEMIG"
11759;2009;726;"ACESSO A JUSTICA"
11760;2009;183;"ADMINISTRACAO DE TRANSITO"
11761;2009;164;"PROJETO JAIBA"
11762;2008;163;"PROGRAMA MINAS MAIS SEGURO"
11763;2008;735;"EDICAO E CONFECCAO GRAFICA"
11764;2009;17;"EFICIENCIA TRIBUTARIA E SIMPLIFICACAO"
11765;2009;57;"PROGRAMA DE AUMENTO DA CAPACIDADE E SEGURANCA DOS CORREDORES DE TRANSPORTE"
11766;2009;724;"ASSISTENCIA AO BOMBEIRO MILITAR"
11767;2007;360;"FHIDRO"
11768;2009;223;"PROGRAMA DE DUPLICACAO DA RODOVIA FERNAO DIAS (BR381)"
11769;2009;55;"ESCOLA VIVA E COMUNIDADE ATIVA"
11770;2008;751;"PRESTACAO DE BENEFICIOS PREVIDENCIARIOS"
11771;2007;159;"DENSIFICACAO DA REDE BASICA DE MARCOS DE 1A ORDEM"
11772;2009;705;"ASSISTENCIA SOCIAL E COMPLEMENTAR AO SEGURADO"
11773;2009;154;"MINAS JOVEM PROTAGONISTA"
11774;2009;100;"ATENDIMENTO HOSPITALAR E AMBULATORIAL"
11775;2009;107;"ATENDIMENTO HOSPITALAR, AMBULATORIAL E EMERGENCIAL"
11776;2009;266;"GESTAO DA POLITICA DA CRIANCA E DO ADOLESCENTE"
11777;2009;257;"PROGRAMA DE CAPTACAO DE RECURSOS EXTERNOS PARA APOIO A PESQUISA NO ESTADO DE MINAS GERAIS"
11778;2009;174;"ACOLHIMENTO, EDUCACAO E SEMI-PROFISSIONALIZACAO DE CRIANCAS E JOVENS DESAMPARADOS"
12273;2002;134;"ESCOLA JUDICIAL"
12274;2003;505;"UNIVERSALIZACAO DA EDUCACAO INFANTIL"
12275;2007;281;"COOPERACAO ESTADO E MUNICIPIO"
12276;2007;140;"EXTENSAO UNIVERSITARIA"
12277;2007;337;"TRABALHO E DIGNIDADE SOCIAL PARA TODOS"
12278;2006;127;"PROGRAMA DE INFRA-ESTRUTURA EM MUNICIPIOS"
12279;2004;554;"VIVA VIDA"
12280;2004;523;"REDES ASSISTENCIAIS."
12281;2003;541;"ACAO ARQUIVISTICA"
12282;2003;543;"ACAO BIBLIOTECARIA"
12283;2007;177;"ATENDIMENTO AO ENSINO PROFISSIONAL"
12284;2007;621;"MODERNIZACAO DO SISTEMA DE CONTROLE EXTERNO DO TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS"
12285;2007;593;"SUPERVISAO E COORDENACAO SUPERIOR"
12286;2002;206;"SISTEMA CENTRAL DE ADMINISTRACAO FINANCEIRA"
12287;2005;11;"PROCESSO LEGISLATIVO"
12288;2005;15;"ESTUDOS E PESQUISAS LEGISLATIVOS"
12289;2005;621;"MODERNIZACAO DO SISTEMA DE CONTROLE EXTERNO DO TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS"
12290;2004;353;"AVALIACAO EDUCACIONAL"
12291;2005;624;"ASSISTENCIA PREVIDENCIARIA"
12292;2007;194;"PROGRAMA DOS DIREITOS DO CIDADAO"
12293;2007;585;"PROTECAO E DEFESA DO CONSUMIDOR"
12294;2008;147;"FOMENTO E INTERIORIZACAO CULTURAL EM MINAS GERAIS"
12295;2008;142;"PROGRAMA DOS DIREITOS DO CIDADAO"
12296;2009;702;"OBRIGACOES ESPECIAIS"
12297;2009;208;"PESQUISAS EM SAUDE PUBLICA"
12298;2009;773;"PROGRAMA PREVENTIVO EM SAUDE OCUPACIONAL"
12299;2009;138;"GERENCIAMENTO E DISSEMINACAO DA INFORMACAO CULTURAL"
12300;2009;1;"ACELERACAO DA APRENDIZAGEM NA REGIAO DO NORTE DE MINAS, JEQUITINHONHA, MUCURI E RIO DOCE"
12301;2009;19;"ESCOLA EM TEMPO INTEGRAL"
12302;2009;51;"SISTEMAS DE AVALIACAO DA QUALIDADE DO ENSINO E DAS ESCOLAS"
12303;2009;37;"PROMEDIO - MELHORIA DA QUALIDADE E EFICIENCIA DO ENSINO MEDIO"
12304;2009;141;"POLICIA OSTENSIVA"
12305;2009;121;"FORMACAO E CAPACITACAO CULTURAL E ARTISTICA"
12306;2009;723;"PRESTACAO JURISDICIONAL"
12307;2009;233;"COOPERACAO ESTADO E MUNICIPIO"
12308;2010;741;"ACOES DE DEFESA CIVIL NOS MUNICIPIOS MINEIROS"
12309;2010;21;"GESTAO INTEGRADA DE ACOES E INFORMACOES DE DEFESA SOCIAL"
12310;2010;5;"AVALIACAO E QUALIDADE DA ATUACAO DOS ORGAOS DE DEFESA SOCIAL"
12311;2007;999;"RESERVA DE CONTINGENCIA"
12312;2009;713;"JULGAMENTOS ADMINISTRATIVOS"
12313;2008;7;"CENTRO DA JUVENTUDE DE MINAS GERAIS"
12314;2008;185;"PROGRAMA DE DEFESA SANITARIA"
12315;2008;119;"PROGRAMA EXTENSAO RURAL PARA RESULTADOS"
12316;2009;261;"APRIMORAMENTO DA GESTAO PUBLICA"
12317;2009;728;"GESTAO DE PROJETOS"
12318;2009;741;"ACOES DE DEFESA CIVIL NOS MUNICIPIOS MINEIROS"
12319;2009;156;"COMUNIDADE VIVA"
12320;2009;38;"PROMG PLENO - PROGRAMA DE RECUPERACAO E MANUTENCAO RODOVIARIA DO ESTADO DE MINAS GERAIS"
12321;2009;720;"ADEQUACAO DA INFRA-ESTRUTURA FISICA DA FUNDACAO HEMOMINAS E CETEBIO EM MG"
12322;2009;754;"CONSTRUCAO E REFORMA DE UNIDADES PREDIAIS-FUNED"
12323;2009;135;"TELEFONIA RURAL"
12324;2009;999;"RESERVA DE CONTINGENCIA"
12325;2009;126;"RADIODIFUSAO"
12326;2009;711;"REPRESENTACAO JURIDICA DO ESTADO"
12327;2009;119;"PROGRAMA EXTENSAO RURAL PARA RESULTADOS"
12328;2009;206;"DESENVOLVIMENTO DE EDUCACAO NA SAUDE"
12329;2009;712;"ADMINISTRACAO DE PALACIOS"
12330;2009;215;"GERENCIAMENTO DAS ATIVIDADES DE FISCALIZACAO E DE TRIBUTACAO ESTADUAL"
12331;2007;290;"IRRIGAR MINAS"
12332;2009;766;"BENEFICIOS ASSISTENCIAIS"
12333;2009;777;"GESTAO DO SISTEMA INTEGRADO DE ADMINISTRACAO DE MATERIAIS E SERVICOS - SIAD"
12334;2007;130;"REGISTRO PUBLICO DE EMPRESAS MERCANTIS E ATIVIDADES AFINS"
12335;2011;48;"SANEAMENTO BASICO: MAIS SAUDE PARA TODOS"
12336;2011;242;"SUPERVISAO E EXPANSAO DO ENSINO SUPERIOR"
12337;2010;37;"PROMEDIO - MELHORIA DA QUALIDADE E EFICIENCIA DO ENSINO MEDIO"
12338;2010;180;"MELHORIA DO ENSINO MEDIO"
