id_material_servico;cd_material_servico;nome
12490;10100660;"BATENTE PARA ARMAS DE FOGO -"
12491;10103058;"PUNHO PARA ARMAS DE FOGO -"
12492;10102949;"CONJUNTO DO GUIA DA MOLA DO PERCUSSOR DA PISTOLA -"
12493;64983951;"GONADOTROFINA -"
12494;68103468;"XILENO -"
12495;9160280;"FORNECIMENTO,ATUALIZACAO E/OU SUPORTE DE SOFTWARE DE GESTAO DE EMISSORA DE RADIO -"
12496;56100310;"MANTA ASFALTICA -"
12497;68104316;"ETER DE PETROLEO -"
12498;67600611;"SUPORTE PARA PROJETOR -"
12499;76600041;"PARTITURA - CONSUMO"
12500;64991814;"SULFAMETOXAZOL ASSOCIADO, USO VETERINARIO -"
12501;71970185;"PASSA FIO DE MESA -"
12502;68100957;"FLUIDO PARA ANALISADOR -"
12503;68105010;"ACIDO FOSFOMOLIBDICO -"
12504;64991865;"AVEIA + ASSOCIACOES, USO VETERINARIO -"
12505;64190064;"VIMPOCETINA -"
12506;34750053;"FILTRO COLETOR DE PO -"
12507;91300010;"GASOLINA PARA EQUIPAMENTOS -"
12508;7320035;"SERVICOS DE LAVAGEM,LUBRIFICACAO E POLIMENTO DE EMBARCACOES"
12509;5010012;"HOSPEDAGEM DE SERVIDORES -"
12510;59700041;"FITA ISOLANTE LIQUIDA -"
12511;56500033;"ESPIGAO -"
12512;66410428;"ANALISADOR PARA BIOQUIMICA -"
12513;25602420;"TERMINAL DE ESCAPAMENTO PARA MOTOCICLETA -"
12514;65400321;"ANEL, USO OFTALMOLOGICO (INSTRUMENTAL) -"
12515;51300087;"CHAVE CATRACA PNEUMATICA -"
12516;64030091;"CLOMIFENO CITRATO -"
12517;45100594;"BOTAO PARA ESPELHO -"
12518;64983668;"LEVOCETIRIZINA -"
12519;73100374;"CHAPA A GAS -"
12520;5040019;"PLANEJAMENTO DE SOLUCOES EM TIC -"
12521;5040051;"SUPORTE TECNICO EM EQUIPAMENTO -"
12522;66870100;"SENSORES -"
12523;42400775;"TOUCA DE SEGURANCA -"
12524;9110135;"SERVICO DE HOSPEDAGEM PARA NAO SERVIDOR -"
12525;41300033;"COMPRESSOR DE REFRIGERACAO DE AR -"
12526;39600696;"DITADOR PARA ELEVADOR -"
12527;68103751;"KIT DE COLETA DE CONCENTRADO DUPLO DE HEMACIAS -"
12528;25102052;"ESTRUTURA PARA BANCO USO VEICULAR -"
12529;37700669;"REDUTOR DE ALVADO PARA APICULTURA -"
12530;64760189;"PREGABALINA -"
12531;64510166;"BIMATOPROST + ASSOCIACOES -"
12532;64370267;"FUROATO DE FLUTICASONA -"
12533;75100592;"COLA EM BASTAO -"
12534;64840050;"FOSFATIDILSERINA -"
12535;58100423;"SISTEMA CAPTURA, ARMAZENAMENTO E ANALISE DE VOZ -"
12536;64630420;"CLORIDRATO DE LERCANIDIPINO -"
12537;70451648;"CABO DE REDE -"
12538;68203438;"TETRAETILENOPENTAMINA -"
12539;68601700;"OLEO DE GIRASSOL - PARA TRANSFORMACAO -"
12540;69500673;"MANEQUIM ANATOMICO DE OLHO -"
12541;66411785;"INTERFEROMETRO -"
12542;9160442;"FORNECIMENTO,ATUALIZACAO E/OU SUPORTE DE SOFTWARE PARA POR TADORES DE NECESSIDADES ESPECIAIS -"
12543;9070265;"CONTRATACAO DE CURSOS DE IDIOMAS -"
12544;71950281;"TRAINEL -"
12545;5070015;"SERVICOS EM GESTAO DE CONTEUDO -"
12546;44750510;"SELO MECANICO -"
12547;42400627;"TRAQUEIA -"
12548;9160434;"FORNECIMENTO, MANUNTENCAO E/OU SUPORTE DE SOFTWARE NA AREADE HEMATOLOGIA/HEMOTERAPIA"
12549;64991679;"VACINA P/A PREVENCAO DA DIARREIA NEONATAL, VET. -"
12550;37752332;"COPO PARA ORDENHADEIRA -"
12551;58050515;"ROTEADOR E/OU MODEM PARA SISTEMA VOIP -"
12552;37700502;"APLICADOR DE SOLUCAO SANITIZANTE PARA TETAS -"
12553;72100168;"JOGO AMERICANO -"
12554;25900188;"REFIL USO VEICULAR -"
12555;66420849;"HASTE PARA EQUIPAMENTOS DE LABORATORIO -"
12556;66321182;"CAMPANULA DO MICROSCOPIO OPTICO -"
12557;68201214;"ACIDO LACTICO -"
12558;68107048;"HEMINA -"
12559;65221621;"RESERVATORIO PARA EQUIPAMENTOS ODONTO -"
12560;65221729;"RALO PARA EQUIPAMENTOS ODONTO -"
12561;48200140;"REGISTROS TIPO TORNEIRA -"
12562;68203497;"BISSULFATO DE POTASSIO -"
12563;68203500;"BORATO DE SODIO -"
12564;68203519;"PURPURA DE FTALEINA -"
12565;36501034;"MAQUINA DE INSERCAO DE ALGODAO -"
12566;68203535;"CALCONA SI -"
12567;41600380;"EVAPORADOR ELIMINADOR DE GOTEJAMENTO DE AGUA -"
12568;64900045;"HARPAGOPHYTUM PROCUMBENS DC. -"
12569;68606982;"TIMOL -"
12570;64130606;"GEMIFLOXACINO MESILATO -"
12571;68203632;"ACETILTIOCOLINA IODADO -"
12572;68203551;"ANTIGENO CA 19.9 -"
12573;65220307;"SUGADOR PARA EQUIPAMENTOS ODONTO -"
12574;75350017;"REFIL/BORRACHA PARA CARIMBO -"
12575;68100833;"CLORETO DE LITIO -"
12576;65270479;"KITS PARA EQUIPAMENTOS DE RAIO-X -"
12577;35400030;"EMBALADOR DE GUARDA-CHUVA"
12578;61150495;"PLACA PARA GERADOR DE ENERGIA -"
12579;37200259;"RODO PARA COLHEIRA DE GRAOS -"
12580;70350817;"MODULO PARA CENTRAL LOGICA PROGRAMAVEL -"
12581;66750547;"ESFUMINHO -"
12582;84600012;"PASTA DE COURO -"
12583;64630439;"CAPTOPRIL + ASSOCIACOES -"
12584;67200206;"ESTUDIO FOTOGRAFICO -"
12585;89150333;"TRIGO -"
12586;64660249;"BENCICLANO FURAMATO -"
12587;69500690;"LABORATORIO PARA ENSINO DE IDIOMAS -"
12588;66350972;"BATEIA PARA OURIVESARIA -"
12589;36102890;"COSSINETE PARA MAQUINAS INDUSTRIA GRAFICA -"
12590;64370224;"MONTELUCASTE DE SODIO -"
12591;66403006;"LACRE USO LABORATORIO -"
12592;36950815;"MESA DE SELECAO DE UVAS -"
12593;23400382;"COROA PARA BICICLETA -"
12594;9140417;"SERVICOS DE CONSULTORIA EM AREA DE LOGISTICA -"
12595;52100367;"LAMINA CALIBRE DE FOLGA -"
12596;78200032;"JOGO DE XADREZ ESCOLAR -"
12597;42100372;"CAPACETE ESPECIAL PARA COMBATE INCENDIO -"
14574;42400449;"MACACAO SANITARIO -"
14575;39600580;"INSERTO PARA PAINEL DE OPERACOES DO ELEVADOR -"
14576;53150210;"TACHA PARA ACOLCHOAMENTO -"
14577;83050140;"ETAMINE -"
14578;75301440;"ETIQUETA TERMICA AUTO-ADESIVA -"
14579;67400043;"MINI-LABORATORIO FOTOGRAFICO DIGITAL -"
14580;73100846;"MOLA PARA FORNO -"
14581;59620455;"PORTAIS PARA DETECCAO DE METAIS -"
14582;66850428;"TERMOMETRO (PERMANENTE) -"
14583;65182120;"ESTIMULADOR MUSCULAR PARA ANOMALIAS ANORRETAIS -"
14584;68102291;"REAGENTE PARA FATOR REUMATOIDE -"
14585;83050108;"RENDA ARTESANAL -"
14586;67600476;"LENTE PARA CAMERA DE TELEVISAO -"
14587;41200039;"TORRE DE RESFRIAMENTO -"
14588;65152441;"CABO AUTOCLAVAVEL PARA ELETROCAUTERIO -"
14589;95150110;"JUNCAO -"
14590;72100176;"KIT PARA COZINHA -"
14591;68500971;"SOLUCAO ESTERILIZANTE -"
14592;66403014;"FOLHA PARA MEDICOES DE LIQUIDOS PADRAO -"
14593;65270339;"MANIVELA PARA APARELHO DE RAIO-X -"
14594;65182138;"APARELHO PARA HEMODINAMICA -"
14595;36100072;"SERRILHA PARA MAQUINAS GRAFICAS -"
14596;68201877;"HIDROXIDO TETRAETILAMONIO"
14597;71950699;"APOIO PARA PES -"
14598;71350080;"SUPORTE PARA TERMINAL DE LEITOR OTICO -"
14599;48300136;"CABECOTE PARA REGISTRO -"
14600;53400496;"BUCHA PARA PIVO DE DOBRADICA -"
14601;16900111;"DIFUSOR PARA MOTOR DE AERONAVE-"
14602;72200146;"TAPETE DECORATIVO -"
14603;68107994;"ANTIGENO CARCINO EMBRIONARIO -"
14604;67600662;"CONJUNTO AQUECEDOR P/PROCESSADORA DE MICROFILME -"
14605;79200303;"GARRA PARA MOP -"
14606;71970274;"LONGARINA PARA AUDITORIO -"
14607;73300381;"PIPOQUEIRA (CONSUMO) -"
14608;67600310;"VISOR PARA LEITURA DE NEGATIVOS FOTOGRAFICOS -"
14609;25102168;"CARCACA PAINEL MOTOCICLETA -"
14610;66350905;"MAQUINA UNIVERSAL DE ENSAIOS -"
14611;36101192;"BOTOEIRA PARA MAQUINAS INDUSTRIA GRAFICA -"
14612;41200063;"CLIMATIZADOR NATURAL -"
14613;72900059;"TANQUINHO -"
14614;66411475;"RODA DEA -"
14615;64981029;"MEMANTINA -"
14616;65191218;"AGULHA (INSTRUMENTAL) -"
14617;59300221;"CHAVES INTERRUPTORAS -"
14618;38073935;"SEMI-FLANGE EQUIP.MOVIMENTACAO E ESCAVACAO TERRA -"
14619;25901214;"DISCO PARA TACOGRAFO USO VEICULAR -"
14620;70451168;"UNIDADE DE LIMPEZA PARA IMPRESSORA -"
14621;38073897;"BUZINA PARA EQUIPAMENTO DE ESTRADAS -"
14622;72300027;"CORTINA PARA BOX -"
14623;72900156;"PORTA GUARDA-CHUVA -"
14624;66404444;"KIT DE DETECCAO POSITIVA DE COMPRIMENTO DE ONDAS -"
14625;85100145;"GEL PARA CABELOS"
14626;65222059;"SUPORTE P/ REVOLVER DO APARELHO FOTOPOLIMERIZADOR"
14627;25601725;"COMANDO DE VALVULA MOTOR AUTOMOTIVO -"
14628;68201982;"TIOCIANATO DE GUANIDINA"
14629;38970279;"PALHETA PARA EQUIPAMENTO DIVERSOS DE CONSTRUCAO -"
14630;66750598;"KIT PARA DESENHO -"
14631;68106556;"REAGENTES ANTI-CRYPTOSPORIDIUM & GIARDIA -"
14632;71970118;"PRATELEIRA PARA MOBILIARIO -"
14633;10100610;"MOLA DO IMPULSOR DO TAMBOR PARA REVOLVER -"
14634;38220385;"SACA TUBO PARA EQUIPAMENTO DE PERFURACAO -"
14635;56300336;"BUEIRO -"
14636;64680150;"DICLORIDRATO DE CETIRIZINA -"
14637;58970100;"PORTA COMPONENTES ELETRONICOS"
14638;65230701;"TENSIOMETRO ORTODONTICO USO ODONTO -"
14639;76100537;"MANUAL 10 PASSOS P/ALIMENTACAO E VIDA SAUDAVEL -"
14640;64090060;"GLICLAZIDA -"
14641;77101324;"CORNE INGLES -"
14642;10104259;"CHAPA DA MOLA REAL -"
14643;75300095;"PAPEL MARRAKECH -"
14644;61050148;"INVERSOR DE FREQUENCIA -"
14645;99150069;"PEDRA LITOGRAFICA -"
14646;45100772;"SUPORTE PARA DEFICIENTE FISICO -"
14647;70550042;"CAMERA DE DOCUMENTOS -"
14648;41300025;"SISTEMA DE AR COMPRIMIDO PARA INDUSTRIA -"
14649;49400029;"AUXILIAR PORTATIL DE PARTIDA -"
14650;26400111;"COLA PARA REPAROS DE PNEUS DE VEICULO -"
14651;99150085;"PINTURA - ACERVO"
14652;76400018;"ATLAS GEOGRAFICOS -"
14653;25201182;"ATUADOR SISTEMA TRANSMISSAO E FORCA VEICULAR -"
14654;65170288;"MANIPULO PARA EQUIPAMENTOS MED./HOSPITALARES -"
14655;68202695;"REAGENTE VP -"
14656;68202709;"REAGENTE NIT -"
14657;36102660;"SISTEMA AUTOMATICO DE ACABAMENTO INDUSTRIA GRAFICA"
14658;64983056;"ESTRADIOL -"
14659;65230671;"CONDENSADOR ENDODONTICO"
14660;37750410;"INJETOR PARA EQUIPAMENTOS UBV -"
14661;98450239;"BARRA DE METALON - OBRAS -"
14662;84800763;"MACACAO BITE SUIT PMMG -"
14663;35900245;"SISTEMA DE AUTOMACAO COMERCIAL -"
14664;98450476;"FECHADURA - OBRAS -"
14665;65181565;"RETOSSIGMOIDOSCOPIO -"
14666;58350012;"REPRODUTOR DE COMPACT DISC -"
14667;67500315;"JOGO DE FILTROS GRADUADOS PARA OBJETIVA -"
14668;74900447;"PERFURADORA DE PAPEL PARA ENCADERNACAO -"
14669;48200107;"REGISTROS DE GLOBO -"
14670;66950201;"ANALISADOR DE MISTURA AR-COMBUSTIVEL -"
14671;16801512;"CINTO DE SEGURANCA PARA USO EMA AERONAVE -"
14672;37752618;"RODA PARA EQUIPAMENTOS DE UBV -"
14673;65155424;"PIPO RETAL -"
14674;25602667;"CASQUILHO USO EM MOTOCICLETA -"
14675;66411386;"CONCENTRADOR -"
14676;65182197;"CANETA PARA APLICACAO DE INSULINA (CONSUMO) -"
14677;53070011;"PRISIONEIRO -"
14678;25351869;"PISCA DE ALERTA VEICULAR -"
14679;68202121;"SOLUCAO LEUCOPROTETORA -"
14680;84150114;"CONJUNTO VESTUARIO AREA OPERACIONAL -"
14681;10101470;"BRACADEIRA POSTERIOR DA CARABINA -"
14682;25900218;"TAMPA PARA TANQUE DE COMBUSTIVEL VEICULAR -"
14683;68400284;"REPELENTE DE POMBOS, PARDAIS E MORCEGOS -"
14684;68202547;"KIT PARA DETECCAO E QUANTIFICACAO DE TRANSGENICOS"
14685;10103805;"CARREGADOR METALICO PARA METRALHADORA -"
14686;44750439;"BOIA PARA REGULADOR DE NIVEL INFERIOR/SUPERIOR -"
14687;99990296;"CORTADOR DE FLOR E FOLHA -"
14688;25350749;"REPARO COMPONENTES GIROFLEX(VISUAL) USO VEICULAR -"
14689;68101368;"AGAR LISINA DESCARBOXILASE -"
14690;68202946;"DOCETAXEL -"
14691;75101025;"PORTA DOCUMENTO"
14692;65220455;"KIT PARA BOMBA DE VACUO USO ODONTO -"
14693;96500034;"SILICIO -"
14694;68105886;"ACIDO LINOLEICO -"
14695;25350269;"PLACA SOQUETE SISTEMA DISTRIBUICAO VEICULAR -"
14696;64150380;"OSELTAMIVIR FOSFATO -"
14697;10200240;"CAIXA METALICA PARA MUNICAO -"
14698;68105185;"SULFATO DE HIDRAZINA -"
14699;64660222;"MONOSIALOGANGLIOSIDO PORCINO -"
14700;65221087;"TANQUE PARA EQUIPAMENTOS ODONTO -"
14701;68203055;"SELENIO -"
14702;99990318;"INCENSO -"
14703;71250174;"GONDOLA -"
14704;66600049;"TANQUE EVAPORIMETRICO COMPLETO -"
14705;64770184;"TRAZODONA -"
14706;70450790;"CAIXA SOM MULTIMIDIA -"
14707;37100300;"MAQUINA PARA ARRANCAR MUDAS DE RAIZ -"
14708;16800508;"MOLA PARA AERONAVES -"
14709;73100099;"GRILL -"
14710;65190904;"PASSADOR DE CATETER -"
14711;77101383;"BOMBO SINFONICO -"
14712;64780147;"RASAGILINE -"
14713;37752189;"COBERTURA PARA EQUIPAMENTOS DE UBV -"
14714;36050466;"BATEDOR DE RAPADURA -"
14715;64210189;"TANSULOSINA CLORIDRATO -"
14716;74900455;"MAQUINA DE ESCREVER MECANICA, EM BRAILE"
14717;68400411;"BENZOCREOL -"
14718;72200014;"LINOLEOS"
14719;70451346;"CHASSI DE IMPRESSORA -"
14720;65222199;"RODIZIO PARA EQUIPAMENTOS ODONTO -"
14721;37752367;"CONJUNTO AFIADOR PARA EQUIPAMENTOS AGRICOLAS -"
14722;36050350;"ENVASADORA -"
14723;66720141;"TECLADO PARA BALANCA -"
14724;85300446;"PRESERVATIVO FEMININO -"
14725;36050563;"ENCHEDEIRA PRESSURIZADA -"
14726;64470555;"ACIDOS GRAXOS POLIINSATURADOS MARINHOS (EPA/DHA) -"
14727;65172299;"PLACA ELETRONICA PARA MAQUINA DE HEMODIALISE -"
14728;68107889;"MORINA DIHIDRATADA -"
14729;36101621;"FITA (CINTA) PARA MAQUINAS GRAFICAS -"
14730;65182561;"SISTEMA DE MOTORES PARA MICRO CIRURGIAS OSSEAS -"
14731;78100844;"PROTETOR PARA ESPORTES -"
14732;68500564;"SOLUCAO PARA LIMPEZA DE BICOS INJETORES -"
14733;66350859;"APARELHO P/ANALISE DE CORROSAO EM CONCRETO ARMADO-"
14734;59500166;"TRANSFORMADOR DE ISOLACAO -"
14735;51200902;"CALADOR PARA GRAOS -"
14736;40300137;"ASCENSORES -"
14737;99990067;"RECOLHEDOR PARA CAPA DE PISCINA -"
14738;64510158;"LATANOPROST + ASSOCIACOES -"
14739;64991695;"CLOXACILINA, USO VETERINARIO -"
14740;68600763;"ACIDO CLORIDRICO - PARA TRANSFORMACAO -"
14741;58100156;"EQUIPAMENTO PARA SALA DE VIDEO CONFERENCIA -"
14742;53600010;"MOLA INTERNA"
14743;64660206;"VARDENAFILA CLORIDRATO -"
14744;16800311;"REATOR PARA AERONAVE -"
14745;36102776;"TRANSPORTADOR PARA MAQUINA COSTURA IND. GRAFICA -"
14746;36102784;"FACA PARA MAQUINA DE COSTURA INDUSTRIA GRAFICA -"
14747;49100246;"ENCOLHEDOR DE MOLAS HELICOIDAIS SUSPENS.VEICULAR -"
14748;99990369;"BASE PARA MODELAGEM -"
14749;37752871;"REGISTRO PARA EQUIPAMENTOS DE UBV -"
14750;37100114;"CULTIVADOR E ADUBADOR -"
14751;66320356;"BLOCO DE MISTURA P/EQUIPAMENTO ANALISE QUIMICA -"
14752;65173643;"MONTAGEM PARA RESPIRADOR/UMIDIFICADOR MED./HOSP -"
14753;66320240;"COTONETE PARA ESPECTROMETRO -"
14754;73500119;"TAMPA DESCARTAVEL -"
14755;42200032;"TANQUE PARA TREINAMENTO DE MERGULHO -"
14756;62100319;"TRIPE DE ILUMINACAO -"
14757;64150402;"RALTEGRAVIR -"
14758;35900504;"CONJUNTO DE EQUIPAMENTOS PARA TORREFACAO DE CAFE -"
14759;68104782;"ALFA-QUIMIOTRIPSINA DE PANCREAS BOVINO -"
14760;59620170;"BRACO PARA PORTAO ELETRONICO/CANCELA -"
14761;65172345;"CONE PARA EQUIPAMENTOS MEDICO-HOSPITALARES -"
14762;65173970;"OCULAR PARA EQUIPAMENTOS MEDICO-HOSPITALAR -"
14763;66420881;"VOLANTE PARA EQUIPAMENTOS DE LABORATORIO -"
14764;36991767;"INDICADOR PARA EQUIPAMENTOS IND. FARMACEUTICA -"
14765;96800054;"SUCATA DE LATAO -"
14766;35900512;"CONJUNTO PARA MODERNIZACAO DE ESTRUTURA VIA SECA -"
14767;8020434;"SERVICOS DE LOCACAO DE LINHAS DE TRANSMISSAO DE DADOS"
14768;9021540;"SERVICO DE TELEFONIA MOVEL -"
14769;70350736;"BALANCEADOR DE CARGA -"
14770;64990990;"ANTI-PULGAS, USO VETERINARIO -"
14771;71950710;"GUICHE ATENDIMENTO -"
14772;16200187;"RODA DA BEQUILHA DE AERONAVES -"
14773;78300681;"CARROSSEL -"
14774;64630374;"RAMIPRIL + ASSOCIACOES -"
14775;7040083;"MANUTENCAO E REPARO EM EQUIPAMENTOS PARA MICROFILMAGEM"
14776;66500192;"TELESCOPIO (DISTRIBUICAO GRATUITA) -"
14777;66700230;"PESO PADRAO (PERMANENTE) -"
14778;41601017;"ANEL PARA EQUIPAMENTO CONDICION.AR CENTRAL -"
14779;9040137;"SERVICOS DE CONFECCAO DE IMPRESSOS QUE REQUEIRAM ESPECIFICA CAO EXCLUSIVA"
14780;9040153;"SERVICOS DE IMPRENSA"
14781;9021515;"SERVICOS DE TELEFONIA CELULAR, TAXAS E TARIFAS (EXCLUSIVO IPEM-MG - MOTIVO: FISCALIZACAO METROLOGICA DE CAMPO)"
14782;7120087;"SERVICOS DE MANUTENCAO E REPARO EM EQUIPAMENTOS PARA BORRA CHARIA"
14783;9070222;"SERVICOS DE CAPACITACAO, TREINAMENTO E APERFEICOAMENTO EM CURSOS PROFISSIONALIZANTES"
14784;9060014;"SERVICOS ESPECIALIZADOS DE DESINFECCAO, DESRATIZACAO E DEDETIZACAO"
14785;3050076;"SERVICOS DE PAVIMENTACAO -"
14786;9032452;"SERVICOS DE RADIO COMUNICACAO, VIA CELULAR (PTT)"
14787;9120386;"SERVICOS DE MEDICAO E CONTROLE DE VAZAO E VELOCIDADE DE FLUIDOS"
14788;66420067;"MICROCONTROLADOR P/EQUIPAMENTOS DE LABORATORIO -"
14789;9020594;"SERVICOS PAGAMENTO ANUIDADE A ASSOCIACAO BRASILEIRA DE MUSEOLOGIA"
14790;9020624;"SERVICOS PAGAMENTO ANUIDADE AO CONSELHO NACIONAL DOS SECRETARIOS DE EDUCACAO (EXCLUSIVO SECRETARIA DA EDUCACAO)"
14791;65171730;"FRAME PARA EQUIPAMENTOS MED./HOSPITALARES -"
14792;9020802;"SERVICOS PAGAMENTO TAXAS DE EMISSAO DE GUIAS DE ARRECADACAO"
14793;9030069;"SERVICOS DE CONFECCAO DE ACESSORIOS E PROTETORES PARA MAQUINAS E EQUIPAMENTOS"
14794;35600055;"MESA CONTROLADORA -"
14795;9030140;"SERVICOS DE ENTRADA E SAIDA DE DADOS NA AREA DE INFORMATICA E EMISSAO DE RELATORIOS - PRESTADOS POR PESSOA JURIDICA"
14796;9031952;"SERVICOS DE TELECOMUNICACOES CONTRATADOS MEDIANTE LICITACAO"
14797;9140468;"SERVICO DE CONSULTORIA NAS AREAS DE IMPACTO AMBIENTAL, IMPACTO SOCIAL E IMPACTO NA SAUDE -"
14798;9030220;"FORNECIMENTO DE SOFTWARE DE PLANILHA ELETRONICA"
14799;9030263;"FORNECIMENTO DE SOFTWARE DE FOTOGRAFIA PERICIAL"
14800;9030280;"FORNECIMENTO DE SOFTWARE DE GPS - RASTREAMENTO DE VEICULOS - OPERACOES ENCOBERTAS"
14801;9140778;"SERVICOS DE CONSULTORIA ESPECIALIZADA NA ELABORACAO DE PROJETOS/PLANOS"
14802;9030344;"SERVICOS CINEMATOGRAFICOS"
14803;9030530;"SERVICOS DE CONFECCAO DE PECAS E ACESSORIOS DE ACRILICO EM GERAL"
14804;9030590;"SERVICOS DE TRADUCAO DE TEXTOS EM LINGUAS ESTRANGEIRAS PARA O PORTUGUES E VICE VERSA E SERVICOS DE INTERPRETE"
14805;84050195;"KIT DE UNIFORME PCMG GRUPOS TATICOS ESPECIAIS -"
14806;25400100;"BAGAGEIRO/MALEIRO PARA VEICULO -"
14807;35900474;"VAPORIZADOR PARA PASSAR ROUPAS -"
14808;16600053;"CORREIA PARA AERONAVE -"
14809;63500388;"ACIONADOR ALARME DE INCENDIO MANUAL -"
14810;9130012;"SERVICOS DE CONFECCAO DE CARIMBOS, ROLETES, CHAVES NAO FERRAMENTAIS ETC, EM CARATER EXCEPCIONAL"
14811;9140069;"SERVICOS DE AUDITORIA PRESTADOS POR PESSOA JURIDICA EM AREA DE MICROFILMAGEM"
14812;9140077;"SERVICOS DE AUDITORIA PRESTADOS POR PESSOA JURIDICA EM AREA DE INFORMATICA"
14813;9140085;"SERVICOS DE CONSULTORIA EM AREA ADMINISTRATIVA"
14814;9140271;"SERVICOS DE ASSESSORIA PRESTADOS POR PESSOA JURIDICA EM AREA DE MICROFILMAGEM"
14815;9030662;"SERVICOS DE CRIACAO E/OU PINTURA OU CONFECCAO DE LOGOTIPOS E LOGOMARCAS"
14816;9030719;"SERVICOS DE CONTROLE TECNICO DE AERONAVES E CONTROLE DE HORAS VOADAS"
14817;6020224;"SERVICOS DE TRANSPORTE E ENTREGA DE MATERIAL GRAFICO, IMPRESSO E JORNALISTICO"
14818;9010300;"SERVICOS DE CONSERVACAO E LIMPEZA EM MOBILIARIO"
14819;8020523;"LOCACAO DE POSTES EM VIA PUBLICA"
14820;9032460;"SERVICOS TECNICOS E ESPECIALIZADOS DE APOIO AS OBRAS DE CONSTRUCAO DO CENTRO ADMINISTRATIVO"
14821;9120335;"SERVICOS ESPECIALIZADOS NA AREA DE SAUDE, PRESTADOS POR PESSOA JURIDICA"
14822;66420865;"MODULO CONTROLADOR -"
14823;9010319;"SERVICOS DE PREPARACAO DO SOLO"
14824;2010380;"SERVICOS DE ESTUDO E SONDAGEM DE SOLOS"
14825;64280101;"MALEATO DE TRIMEBUTINA -"
14826;2010364;"ESTUDOS E PROJETOS PARA IMPLANTACAO DE AEROPORTO"
14827;3040410;"SERVICOS DE OBRAS DE INSTALACAO E MONTAGEM DE DIVISORIAS"
14828;7050151;"SERVICOS DE MANUTENCAO E REFORMA EM ESTOFAMENTO DE VEICULOS PRESTADOS POR PESSOA FISICA OU JURIDICA"
14829;7080018;"MANUTENCAO E REPARO EM EQUIPAMENTOS DE MOVIMENTACAO E ESCAVACAO DE TERRA, PRESTADOS POR PESSOA FISICA OU JURIDICA"
14830;7110014;"MANUTENCAO E REPAROS EM EQUIPAMENTOS E APARELHOS DE TRANSMISSAO DE ENERGIA"
14831;9021230;"SERVICOS DE PAGAMENTO DE SEMESTRALIDADE A EAN BRASIL ASSOCIACAO BRASILEIRA DA AUTOMACAO (EXCLUSIVO DA FUNED)"
14832;79300545;"HIPOCLORITO DE CALCIO PARA LIMPEZA -"
14833;3030059;"SERVICOS DE CAPINA QUIMICA - OBRAS DIRETAS"
14834;1010484;"SERVICOS ESPECIALIZADOS DE ENGENHARIA EM ELABORACAO DE LAUDO TECNICO, PLANTAS BAIXA E DE SITUACAO E AREA CONSTRUIDA"
14835;66404878;"AQUECEDOR PORTATIL PARA KIT SNAP -"
14836;9040048;"SERVICO DE ENCADERNACAO -"
14837;9040110;"SERVICOS DE CONFECCAO DE FAIXAS E CARTAZES"
14838;9050027;"SERVICOS DE ASSINATURAS DO JORNAL DIARIO OFICIAL DA UNIAO"
14839;9050086;"SERVICOS DE ASSINATURAS DE BOLETINS TECNICOS"
14840;3030105;"SERVICOS DE CONSTRUCAO DE VALETAS, SARJETAS E CANALETAS - OBRAS DIRETAS"
14841;3030261;"SERVICOS DE CONSTRUCAO DE PASSAGEM SOBRE SARJETAS - OBRAS DIRETAS"
14842;3030318;"SERVICOS DE SINALIZACAO VERTICAL - OBRAS DIRETAS"
13777;66250285;"GERADOR DE RF -"
13778;65155190;"KIT BALAO INTRA-AORTICO -"
13779;25900781;"EQUIPAMENTO DE SEGURANCA VEICULO -"
13780;84650060;"BALEIRO PARA MUNICOES -"
13781;64220028;"DAUNORRUBICINA, CLORIDRATO -"
13782;16800885;"ETIQUETA PARA AERONAVE -"
13783;64990133;"DINOPROST, USO VETERINARIO -"
13784;65153308;"ELETRODO PARA EEG -"
13785;68103611;"TAQ POLYMERASE -"
13786;38072165;"BULBO DE PRESSAO PARA EQUIPAMENTOS DE ESTRADAS -"
13787;51800349;"JOGO DE CHAVES DE BIELA -"
13788;36101168;"CALIBRADOR PONTA DE PINCA IMPRESSORA IND.GRAFICA -"
13789;66420296;"MONITOR PARA EQUIPAMENTOS DE LABORATORIO -"
13790;68109288;"ALBUMINA BOVINA -"
13791;68201141;"AZUL DE COOMASSIE G -"
13792;68108702;"FORMIATO DE ETILA -"
13793;56400500;"CAPA PERFILADA PARA PAINEL DIVISORIO -"
13794;65210298;"ESTOJO PARA ESTERILIZACAO USO ODONTO -"
13795;39600157;"SENSOR PARA ELEVADOR -"
13796;34050019;"MAQUINA DE AFIAR P/MAQUINA DE TRABALHAR METAL -"
13797;64990125;"DORAMECTIN, USO VETERINARIO -"
13798;25351672;"SUPORTE PARA BATERIA -"
13799;64880133;"AMOROLFINA -"
13800;80100597;"MASSA RAPIDA -"
13801;51200317;"CHAVE SOQUETE -"
13802;16900189;"SELO DO MOTOR DE AERONAVE -"
13803;34320059;"FERRO PARA SOLDAGEM, ELETRICO, ATE 100 WATTS -"
13804;68108745;"KIT PARA PURIFICACAO DE DNA -"
13805;25100157;"COXIM DE COMPONENTES ESTRUTURAIS USO VEICULAR -"
13806;72100036;"COLCHAS -"
13807;66404061;"TERMODENSIMETRO -"
